Date,Open,High,Low,Close,Adj Close,Volume
2021-11-08,51.980000,52.849998,51.560001,52.299999,52.299999,7789000
2021-11-09,53.744999,54.080002,52.259998,53.490002,53.490002,6752000
2021-11-10,53.990002,55.049999,52.930000,53.419998,53.419998,10161700
2021-11-11,52.724998,53.950001,52.130001,52.189999,52.189999,6226100
2021-11-12,51.689999,51.702000,50.279999,51.470001,51.470001,6305400
2021-11-15,52.189999,53.000000,50.799999,51.180000,51.180000,3812700
2021-11-16,48.820000,49.480000,46.880001,47.070000,47.070000,8728800
2021-11-17,47.500000,48.439999,46.880001,48.380001,48.380001,4776600
2021-11-18,47.259998,47.450001,45.000000,46.480000,46.480000,7984700
2021-11-19,46.375000,47.490002,46.139999,47.139999,47.139999,5052000
2021-11-22,47.400002,47.400002,45.049999,45.150002,45.150002,4457200
2021-11-23,45.959999,47.000000,45.700001,46.880001,46.880001,3650200
2021-11-24,45.630001,47.709999,45.150002,46.419998,46.419998,3057300
2021-11-26,44.279999,44.720001,43.709999,44.330002,44.330002,4545900
2021-11-29,46.485001,47.790001,46.000000,47.180000,47.180000,4644600
2021-11-30,47.450001,48.340000,45.480000,46.220001,46.220001,5442700
2021-12-01,47.049999,47.900002,44.770000,44.869999,44.869999,5090800
2021-12-02,44.580002,45.669998,44.080002,45.389999,45.389999,4718000
2021-12-03,45.055000,45.180000,40.509998,41.849998,41.849998,9818900
2021-12-06,38.049999,39.169998,36.689999,38.400002,38.400002,10139700
2021-12-07,40.400002,41.599998,39.759998,40.099998,40.099998,7786200
2021-12-08,39.689999,41.009998,39.650002,40.330002,40.330002,4088100
2021-12-09,39.160000,39.299999,37.009998,37.099998,37.099998,6159800
2021-12-10,38.750000,38.869999,36.450001,37.279999,37.279999,5132200
2021-12-13,36.930000,37.060001,34.610001,35.410000,35.410000,7494600
2021-12-14,35.570000,36.750000,35.250000,36.700001,36.700001,4453600
2021-12-15,36.529999,37.930000,35.369999,37.660000,37.660000,7307500
2021-12-16,37.610001,37.639999,35.669998,36.310001,36.310001,4222600
2021-12-17,34.849998,35.750000,33.919998,34.419998,34.419998,5699400
2021-12-20,33.820000,34.500000,33.200001,34.470001,34.470001,5573500
2021-12-21,35.799999,36.599998,35.700001,36.529999,36.529999,4923100
2021-12-22,36.599998,37.380001,36.180000,37.000000,37.000000,3706400
2021-12-23,36.740002,39.330002,36.450001,39.134998,39.134998,5511000
2021-12-27,39.400002,39.939999,39.009998,39.290001,39.290001,4853200
2021-12-28,37.599998,37.689999,35.810001,36.326000,36.326000,5865300
2021-12-29,35.855000,36.540001,35.230000,35.360001,35.360001,4153000
2021-12-30,35.389999,36.000000,35.209999,35.389999,35.389999,3948700
2021-12-31,36.000000,36.240002,34.130001,34.250000,34.250000,4769600
2022-01-03,35.290001,35.389999,34.099998,34.270000,34.270000,3761700
2022-01-04,34.990002,35.500000,34.020000,34.660000,34.660000,4182400
2022-01-05,34.700001,35.000000,32.419998,32.490002,32.490002,5295000
2022-01-06,31.990000,32.490002,31.250000,31.940001,31.940001,6379400
2022-01-07,31.250000,31.410000,30.100000,30.735001,30.735001,8494900
2022-01-10,29.559999,30.650000,28.950001,30.170000,30.170000,8237600
2022-01-11,30.170000,31.490000,29.840000,31.150000,31.150000,7310600
2022-01-12,31.959999,32.500000,31.480000,31.950001,31.950001,7312700
2022-01-13,32.205002,32.590000,30.107000,30.500000,30.500000,6719300
2022-01-14,30.040001,31.200001,30.020000,30.530001,30.530001,4534000
2022-01-18,29.270000,29.400000,28.250000,28.570000,28.570000,7143100
2022-01-19,28.950001,29.549999,28.000000,28.020000,28.020000,5702500
2022-01-20,28.780001,29.680000,28.650000,29.020000,29.020000,6624400
2022-01-21,26.160000,26.730000,25.059999,25.590000,25.590000,15644200
2022-01-24,22.570000,26.000000,22.219999,25.896999,25.896999,16244700
2022-01-25,25.549999,25.950001,24.580000,25.430000,25.430000,8392700
2022-01-26,26.500000,27.400000,25.250000,25.440001,25.440001,7612800
2022-01-27,25.455000,25.809999,24.070000,24.110001,24.110001,5814700
2022-01-28,25.049999,25.750000,24.620001,25.735001,25.735001,5559900
2022-01-31,25.650000,26.490000,25.170000,26.240000,26.240000,4465400
2022-02-01,26.610001,26.750000,25.910000,26.270000,26.270000,4524800
2022-02-02,26.139999,26.139999,25.010000,25.549999,25.549999,4057400
2022-02-03,24.860001,25.370001,24.520000,24.629999,24.629999,4814300
2022-02-04,25.510000,28.240000,25.510000,27.959999,27.959999,6349100
2022-02-07,29.700001,31.170000,29.600000,30.570000,30.570000,8606400
2022-02-08,30.340000,31.360001,29.680000,31.350000,31.350000,6905600
2022-02-09,31.250000,32.080002,30.500000,32.080002,32.080002,6358500
2022-02-10,31.165001,32.700001,30.670000,31.000000,31.000000,8049200
2022-02-11,30.584999,31.100000,29.240000,29.610001,29.610001,8029300
2022-02-14,29.580000,30.049999,29.040001,29.450001,29.450001,4587300
2022-02-15,31.010000,31.400000,30.879999,31.290001,31.290001,3545600
2022-02-16,31.100000,31.500000,30.400000,31.120001,31.120001,3790100
2022-02-17,29.910000,29.987000,28.299999,28.340000,28.340000,7360500
2022-02-18,28.139999,28.170000,26.969999,27.299999,27.299999,7645700
2022-02-22,25.650000,26.480000,25.500000,25.930000,25.930000,7816500
2022-02-23,26.740000,26.870001,25.379999,25.629999,25.629999,4338200
2022-02-24,24.129999,27.600000,24.030001,26.590000,26.590000,10243600
2022-02-25,27.170000,27.340000,24.559999,27.174999,27.174999,4890100
2022-02-28,27.000000,29.500000,26.900000,29.389999,29.389999,7090500
2022-03-01,31.225000,31.290001,29.910000,30.750000,30.750000,7559500
2022-03-02,30.650000,31.799999,29.799999,30.177000,30.177000,4982500
2022-03-03,30.190001,30.250000,28.010000,28.110001,28.110001,4380200
2022-03-04,27.750000,27.930000,25.559999,26.129999,26.129999,6320000
2022-03-07,25.910000,26.440001,24.559999,24.670000,24.670000,6599900
2022-03-08,25.495001,26.360001,25.160000,25.500000,25.500000,5618000
2022-03-09,28.100000,28.799999,28.000000,28.100000,28.100000,5106500
2022-03-10,26.360001,26.950001,26.000000,26.600000,26.600000,4564500
2022-03-11,26.570000,26.722000,25.299999,25.510000,25.510000,4703700
2022-03-14,25.809999,26.070000,25.120001,25.400000,25.400000,2646600
2022-03-15,25.209999,26.500000,25.035000,26.340000,26.340000,2447600
2022-03-16,26.690001,27.500000,25.940001,27.500000,27.500000,3676900
2022-03-17,27.500000,27.700001,27.120001,27.650000,27.650000,3223400
2022-03-18,27.340000,28.740000,27.129999,28.700001,28.700001,3433400
2022-03-21,28.190001,28.459999,27.299999,27.690001,27.690001,2927900
2022-03-22,28.950001,29.490000,28.690001,28.750000,28.750000,3865300
2022-03-23,28.629999,29.200001,28.230000,28.610001,28.610001,2347500
2022-03-24,29.139999,30.680000,29.000000,30.510000,30.510000,5407700
2022-03-25,31.209999,31.530001,29.950001,30.170000,30.170000,4851300
2022-03-28,31.959999,33.160000,31.930000,32.810001,32.810001,5912200
2022-03-29,32.910000,33.180000,32.299999,32.869999,32.869999,3836400
2022-03-30,32.494999,32.959999,31.520000,32.060001,32.060001,3701000
2022-03-31,32.209999,32.349998,30.510000,30.540001,30.540001,3344300
2022-04-01,30.520000,32.139999,30.450001,32.049999,32.049999,5141100
2022-04-04,31.840000,32.150002,31.040001,32.080002,32.080002,3972500
2022-04-05,32.270000,32.590000,31.620001,32.130001,32.130001,4528800
2022-04-06,31.209999,31.219999,29.730000,30.209999,30.209999,6273700
2022-04-07,29.950001,30.750000,29.750000,30.379999,30.379999,3769500
2022-04-08,29.969999,30.879999,29.600000,29.820000,29.820000,4316200
2022-04-11,28.580000,28.719999,27.709999,27.780001,27.780001,4708200
2022-04-12,28.090000,28.549999,27.350000,27.379999,27.379999,3301700
2022-04-13,27.549999,29.320000,27.510000,29.190001,29.190001,3446500
2022-04-14,29.150000,29.353001,28.150000,28.500000,28.500000,3070100
2022-04-18,28.094999,29.690001,27.889999,29.500000,29.500000,3587200
2022-04-19,29.590000,30.490000,29.530001,30.180000,30.180000,2927900
2022-04-20,30.480000,30.700001,29.750000,30.070000,30.070000,2293600
2022-04-21,30.889999,31.400000,29.260000,29.340000,29.340000,3202000
